NAME,SAEPOVALL_PT,SAEPOVRTALL_PT,SAEMHI_PT,STABREV,time,state,county
Autauga County,,,,AL,1996,01,001
Baldwin County,,,,AL,1996,01,003
Barbour County,,,,AL,1996,01,005
Bibb County,,,,AL,1996,01,007
Blount County,,,,AL,1996,01,009
Bullock County,,,,AL,1996,01,011
Butler County,,,,AL,1996,01,013
Calhoun County,,,,AL,1996,01,015
Chambers County,,,,AL,1996,01,017
Cherokee County,,,,AL,1996,01,019
Chilton County,,,,AL,1996,01,021
Choctaw County,,,,AL,1996,01,023
Clarke County,,,,AL,1996,01,025
Clay County,,,,AL,1996,01,027
Cleburne County,,,,AL,1996,01,029
Coffee County,,,,AL,1996,01,031
Colbert County,,,,AL,1996,01,033
Conecuh County,,,,AL,1996,01,035
Coosa County,,,,AL,1996,01,037
Covington County,,,,AL,1996,01,039
Crenshaw County,,,,AL,1996,01,041
Cullman County,,,,AL,1996,01,043
Dale County,,,,AL,1996,01,045
Dallas County,,,,AL,1996,01,047
DeKalb County,,,,AL,1996,01,049
Elmore County,,,,AL,1996,01,051
Escambia County,,,,AL,1996,01,053
Etowah County,,,,AL,1996,01,055
Fayette County,,,,AL,1996,01,057
Franklin County,,,,AL,1996,01,059
Geneva County,,,,AL,1996,01,061
Greene County,,,,AL,1996,01,063
Hale County,,,,AL,1996,01,065
Henry County,,,,AL,1996,01,067
Houston County,,,,AL,1996,01,069
Jackson County,,,,AL,1996,01,071
Jefferson County,,,,AL,1996,01,073
Lamar County,,,,AL,1996,01,075
Lauderdale County,,,,AL,1996,01,077
Lawrence County,,,,AL,1996,01,079
Lee County,,,,AL,1996,01,081
Limestone County,,,,AL,1996,01,083
Lowndes County,,,,AL,1996,01,085
Macon County,,,,AL,1996,01,087
Madison County,,,,AL,1996,01,089
Marengo County,,,,AL,1996,01,091
Marion County,,,,AL,1996,01,093
Marshall County,,,,AL,1996,01,095
Mobile County,,,,AL,1996,01,097
Monroe County,,,,AL,1996,01,099
Montgomery County,,,,AL,1996,01,101
Morgan County,,,,AL,1996,01,103
Perry County,,,,AL,1996,01,105
Pickens County,,,,AL,1996,01,107
Pike County,,,,AL,1996,01,109
Randolph County,,,,AL,1996,01,111
Russell County,,,,AL,1996,01,113
St. Clair County,,,,AL,1996,01,115
Shelby County,,,,AL,1996,01,117
Sumter County,,,,AL,1996,01,119
Talladega County,,,,AL,1996,01,121
Tallapoosa County,,,,AL,1996,01,123
Tuscaloosa County,,,,AL,1996,01,125
Walker County,,,,AL,1996,01,127
Washington County,,,,AL,1996,01,129
Wilcox County,,,,AL,1996,01,131
Winston County,,,,AL,1996,01,133
