NAME,SAEPOVALL_PT,SAEPOVRTALL_PT,SAEMHI_PT,STABREV,time,state,county
Autauga County,4991,11.4,39702,AL,1999,01,001
Baldwin County,14668,10.5,39194,AL,1999,01,003
Barbour County,5903,22.3,25837,AL,1999,01,005
Bibb County,3399,17.1,30594,AL,1999,01,007
Blount County,6271,12.3,35304,AL,1999,01,009
Bullock County,2724,26.6,21183,AL,1999,01,011
Butler County,4650,21.9,24715,AL,1999,01,013
Calhoun County,18035,16.3,31389,AL,1999,01,015
Chambers County,6036,16.6,29203,AL,1999,01,017
Cherokee County,3665,15.4,30182,AL,1999,01,019
Chilton County,6076,15.4,32256,AL,1999,01,021
Choctaw County,3177,20.0,25647,AL,1999,01,023
Clarke County,5732,20.7,27685,AL,1999,01,025
Clay County,2070,14.7,27792,AL,1999,01,027
Cleburne County,2034,14.4,30502,AL,1999,01,029
Coffee County,6275,14.6,33251,AL,1999,01,031
Colbert County,7430,13.6,31930,AL,1999,01,033
Conecuh County,3408,24.2,23069,AL,1999,01,035
Coosa County,1779,15.0,28261,AL,1999,01,037
Covington County,6906,18.5,26636,AL,1999,01,039
Crenshaw County,2742,20.2,25931,AL,1999,01,041
Cullman County,9948,12.9,32336,AL,1999,01,043
Dale County,7830,16.4,31267,AL,1999,01,045
Dallas County,12139,26.3,23989,AL,1999,01,047
DeKalb County,9814,15.3,29648,AL,1999,01,049
Elmore County,7163,11.8,39029,AL,1999,01,051
Escambia County,6883,18.7,27750,AL,1999,01,053
Etowah County,16265,15.9,29999,AL,1999,01,055
Fayette County,2956,16.2,29214,AL,1999,01,057
Franklin County,5251,16.9,27505,AL,1999,01,059
Geneva County,4747,18.5,26536,AL,1999,01,061
Greene County,2834,28.5,20185,AL,1999,01,063
Hale County,3902,23.0,24706,AL,1999,01,065
Henry County,2743,16.9,29695,AL,1999,01,067
Houston County,13968,15.8,33486,AL,1999,01,069
Jackson County,7510,14.0,31989,AL,1999,01,071
Jefferson County,89661,13.7,35885,AL,1999,01,073
Lamar County,2616,16.5,28273,AL,1999,01,075
Lauderdale County,11391,13.1,32968,AL,1999,01,077
Lawrence County,5120,14.7,32579,AL,1999,01,079
Lee County,15817,14.2,31942,AL,1999,01,081
Limestone County,8329,13.1,37427,AL,1999,01,083
Lowndes County,3483,25.8,22696,AL,1999,01,085
Macon County,5947,27.1,21558,AL,1999,01,087
Madison County,30056,11.1,43718,AL,1999,01,089
Marengo County,4912,21.8,26926,AL,1999,01,091
Marion County,4744,15.6,27643,AL,1999,01,093
Marshall County,12273,15.0,31274,AL,1999,01,095
Mobile County,72372,18.3,32396,AL,1999,01,097
Monroe County,4852,20.0,28650,AL,1999,01,099
Montgomery County,36039,16.9,35249,AL,1999,01,101
Morgan County,12883,11.7,37491,AL,1999,01,103
Perry County,3528,30.8,20167,AL,1999,01,105
Pickens County,4445,21.3,25847,AL,1999,01,107
Pike County,6014,21.0,25318,AL,1999,01,109
Randolph County,3683,16.8,27966,AL,1999,01,111
Russell County,8835,17.9,27755,AL,1999,01,113
St. Clair County,8358,13.2,36198,AL,1999,01,115
Shelby County,9735,6.8,56634,AL,1999,01,117
Sumter County,4171,28.5,20150,AL,1999,01,119
Talladega County,13603,17.6,29713,AL,1999,01,121
Tallapoosa County,6617,16.2,29467,AL,1999,01,123
Tuscaloosa County,24512,15.6,34032,AL,1999,01,125
Walker County,10195,14.5,29047,AL,1999,01,127
Washington County,3275,18.1,30304,AL,1999,01,129
Wilcox County,4097,31.6,18421,AL,1999,01,131
Winston County,3983,16.1,27548,AL,1999,01,133
Aleutians East Borough,240,8.9,39386,AK,1999,02,013
Aleutians West Census Area,290,5.3,50749,AK,1999,02,016
Anchorage Borough,18397,7.2,52959,AK,1999,02,020
Bethel Census Area,3520,22.3,30489,AK,1999,02,050
