NAME,SAEPOVALL_PT,SAEPOVRTALL_PT,SAEMHI_PT,STABREV,time,state,county
Autauga County,5653,11.2,53081,AL,2009,01,001
Baldwin County,23590,13.3,48637,AL,2009,01,003
Barbour County,8676,32.8,28802,AL,2009,01,005
Bibb County,3658,18.1,38294,AL,2009,01,007
Blount County,8457,14.6,41520,AL,2009,01,009
Bullock County,3230,34.7,24206,AL,2009,01,011
Butler County,5792,29.4,27794,AL,2009,01,013
Calhoun County,21134,19.0,37340,AL,2009,01,015
Chambers County,6974,20.7,30621,AL,2009,01,017
Cherokee County,4420,18.4,38024,AL,2009,01,019
Chilton County,7954,18.7,38916,AL,2009,01,021
Choctaw County,3149,22.8,31067,AL,2009,01,023
Clarke County,7460,29.1,32729,AL,2009,01,025
Clay County,2555,19.2,34831,AL,2009,01,027
Cleburne County,2484,17.0,37870,AL,2009,01,029
Coffee County,7521,15.7,43296,AL,2009,01,031
Colbert County,8648,16.0,37111,AL,2009,01,033
Conecuh County,3529,27.5,26882,AL,2009,01,035
Coosa County,1750,16.7,34795,AL,2009,01,037
Covington County,8149,22.5,32179,AL,2009,01,039
Crenshaw County,2801,20.6,31849,AL,2009,01,041
Cullman County,15578,19.3,37425,AL,2009,01,043
Dale County,7506,16.2,41279,AL,2009,01,045
Dallas County,14499,35.0,27088,AL,2009,01,047
DeKalb County,14886,21.7,33919,AL,2009,01,049
Elmore County,10373,14.2,50194,AL,2009,01,051
Escambia County,7761,22.0,31443,AL,2009,01,053
Etowah County,17467,17.2,38575,AL,2009,01,055
Fayette County,3336,19.6,34262,AL,2009,01,057
Franklin County,6699,21.8,32588,AL,2009,01,059
Geneva County,4983,19.4,31347,AL,2009,01,061
Greene County,2477,28.4,26131,AL,2009,01,063
Hale County,4479,26.6,30124,AL,2009,01,065
Henry County,3076,18.7,35215,AL,2009,01,067
Houston County,17485,17.7,38751,AL,2009,01,069
Jackson County,8547,16.4,35015,AL,2009,01,071
Jefferson County,107081,16.5,43312,AL,2009,01,073
Lamar County,2551,18.2,31226,AL,2009,01,075
Lauderdale County,12657,14.5,39096,AL,2009,01,077
Lawrence County,5497,16.2,36311,AL,2009,01,079
Lee County,27316,20.7,37836,AL,2009,01,081
Limestone County,10168,13.5,46610,AL,2009,01,083
Lowndes County,3528,28.8,28100,AL,2009,01,085
Macon County,7494,38.6,26328,AL,2009,01,087
Madison County,32925,10.3,57327,AL,2009,01,089
Marengo County,5166,24.9,31867,AL,2009,01,091
Marion County,5980,21.2,32317,AL,2009,01,093
Marshall County,17072,19.1,37506,AL,2009,01,095
Mobile County,75425,18.7,39828,AL,2009,01,097
Monroe County,5166,23.4,30920,AL,2009,01,099
Montgomery County,42293,19.9,41084,AL,2009,01,101
Morgan County,18397,15.9,40317,AL,2009,01,103
Perry County,3026,31.0,24351,AL,2009,01,105
Pickens County,5325,28.0,29677,AL,2009,01,107
Pike County,8015,27.6,31229,AL,2009,01,109
Randolph County,4629,21.1,33869,AL,2009,01,111
Russell County,9975,19.9,33537,AL,2009,01,113
St. Clair County,10997,13.8,45601,AL,2009,01,115
Shelby County,13085,6.9,65408,AL,2009,01,117
Sumter County,4399,35.1,22857,AL,2009,01,119
Talladega County,14413,18.9,37260,AL,2009,01,121
Tallapoosa County,7098,17.8,35702,AL,2009,01,123
Tuscaloosa County,34591,19.9,41842,AL,2009,01,125
Walker County,10828,16.0,36582,AL,2009,01,127
Washington County,3271,19.3,36946,AL,2009,01,129
Wilcox County,4226,34.6,22611,AL,2009,01,131
Winston County,5893,24.9,31062,AL,2009,01,133
Aleutians East Borough,380,13.9,50444,AK,2009,02,013
Aleutians West Census Area,419,9.1,58174,AK,2009,02,016
Anchorage Borough,21109,7.6,72210,AK,2009,02,020
Bethel Census Area,3523,20.7,41810,AK,2009,02,050
Bristol Bay Borough,69,7.8,64418,AK,2009,02,060
Denali Borough,88,4.8,62615,AK,2009,02,068
Dillingham Census Area,912,18.5,46580,AK,2009,02,070
Fairbanks North Star Borough,7420,7.9,64691,AK,2009,02,090
Haines Borough,236,9.8,48644,AK,2009,02,100
Hoonah-Angoon Census Area,364,17.2,41824,AK,2009,02,105
Juneau Borough,1988,6.6,73044,AK,2009,02,110
Kenai Peninsula Borough,4636,8.7,57171,AK,2009,02,122
Ketchikan Gateway Borough,1057,8.3,58492,AK,2009,02,130
Kodiak Island Borough,913,6.9,62574,AK,2009,02,150
Lake and Peninsula Borough,238,16.1,42236,AK,2009,02,164
Matanuska-Susitna Borough,7564,8.7,70442,AK,2009,02,170
Nome Census Area,1956,21.3,48174,AK,2009,02,180
North Slope Borough,521,7.8,75057,AK,2009,02,185
Northwest Arctic Borough,1106,15.0,52272,AK,2009,02,188
Petersburg Census Area,346,9.2,51374,AK,2009,02,195
Prince of Wales-Hyder Census Area,854,15.4,43210,AK,2009,02,198
Sitka Borough,657,7.6,59536,AK,2009,02,220
Skagway Municipality,37,4.0,63947,AK,2009,02,230
Southeast Fairbanks Census Area,854,12.5,54749,AK,2009,02,240
Valdez-Cordova Census Area,726,7.9,60780,AK,2009,02,261
Wade Hampton Census Area,2383,30.9,30238,AK,2009,02,270
Wrangell City and Borough,223,10.5,48021,AK,2009,02,275
Yakutat Borough,95,14.1,52102,AK,2009,02,282
Yukon-Koyukuk Census Area,1274,22.7,32125,AK,2009,02,290
Apache County,24530,35.4,28956,AZ,2009,04,001
Cochise County,19982,16.2,43786,AZ,2009,04,003
Coconino County,22789,18.0,49777,AZ,2009,04,005
Gila County,10555,20.7,36764,AZ,2009,04,007
Graham County,7242,21.5,40609,AZ,2009,04,009
Greenlee County,872,10.9,56855,AZ,2009,04,011
La Paz County,5003,25.4,30939,AZ,2009,04,012
Maricopa County,599393,15.1,53284,AZ,2009,04,013
Mohave County,33981,17.8,39863,AZ,2009,04,015
Navajo County,30282,27.4,34855,AZ,2009,04,017
Pima County,189172,18.9,43243,AZ,2009,04,019
Pinal County,44379,13.7,49088,AZ,2009,04,021
Santa Cruz County,10903,25.0,35545,AZ,2009,04,023
Yavapai County,29979,14.2,40837,AZ,2009,04,025
Yuma County,36667,19.2,38251,AZ,2009,04,027
Arkansas County,3196,17.2,37693,AR,2009,05,001
Ashley County,4703,21.7,35773,AR,2009,05,003
Baxter County,6854,16.5,33878,AR,2009,05,005
Benton County,29049,13.1,49226,AR,2009,05,007
Boone County,5892,16.3,37007,AR,2009,05,009
Bradley County,3145,27.6,29221,AR,2009,05,011
Calhoun County,860,17.0,34453,AR,2009,05,013
Carroll County,4779,17.3,35006,AR,2009,05,015
Chicot County,3616,32.8,25186,AR,2009,05,017
Clark County,4705,22.1,33857,AR,2009,05,019
Clay County,3123,20.3,30568,AR,2009,05,021
Cleburne County,4430,17.5,37583,AR,2009,05,023
Cleveland County,1346,16.0,38476,AR,2009,05,025
Columbia County,5793,25.7,32620,AR,2009,05,027
Conway County,4013,19.6,36356,AR,2009,05,029
Craighead County,16615,17.9,39526,AR,2009,05,031
Crawford County,10476,17.6,39618,AR,2009,05,033
Crittenden County,14802,28.3,34099,AR,2009,05,035
Cross County,3311,18.2,35722,AR,2009,05,037
Dallas County,1763,23.3,30454,AR,2009,05,039
Desha County,3400,25.8,28734,AR,2009,05,041
Drew County,4213,23.4,31676,AR,2009,05,043
Faulkner County,14790,14.3,48390,AR,2009,05,045
Franklin County,3328,18.8,31666,AR,2009,05,047
Fulton County,2628,23.0,30831,AR,2009,05,049
Garland County,14205,14.7,37427,AR,2009,05,051
