NAME,SAEPOVALL_PT,SAEPOVRTALL_PT,SAEMHI_PT,STABREV,time,state,county
Autauga County,4904,10.8,42183,AL,2001,01,001
Baldwin County,16313,11.1,40406,AL,2001,01,003
Barbour County,6312,24.2,25480,AL,2001,01,005
Bibb County,3605,18.2,31074,AL,2001,01,007
Blount County,7152,13.6,36175,AL,2001,01,009
Bullock County,3218,32.9,20367,AL,2001,01,011
Butler County,4440,21.6,25284,AL,2001,01,013
Calhoun County,17816,16.3,31849,AL,2001,01,015
Chambers County,5814,16.3,29824,AL,2001,01,017
Cherokee County,4052,16.9,30738,AL,2001,01,019
Chilton County,6539,16.3,32883,AL,2001,01,021
Choctaw County,2982,19.5,25878,AL,2001,01,023
Clarke County,5438,20.0,28010,AL,2001,01,025
Clay County,2200,15.7,28289,AL,2001,01,027
Cleburne County,2378,16.5,31125,AL,2001,01,029
Coffee County,6725,15.5,33916,AL,2001,01,031
Colbert County,7990,14.8,32249,AL,2001,01,033
Conecuh County,3204,23.5,23177,AL,2001,01,035
Coosa County,1784,15.5,29114,AL,2001,01,037
Covington County,6813,18.7,27108,AL,2001,01,039
Crenshaw County,2638,19.7,26965,AL,2001,01,041
Cullman County,10905,14.2,32877,AL,2001,01,043
Dale County,7814,16.4,31966,AL,2001,01,045
Dallas County,11298,25.2,24191,AL,2001,01,047
DeKalb County,10862,16.7,30297,AL,2001,01,049
Elmore County,8453,13.4,40445,AL,2001,01,051
Escambia County,7246,19.9,28029,AL,2001,01,053
Etowah County,17180,17.0,30516,AL,2001,01,055
Fayette County,3040,16.9,29684,AL,2001,01,057
Franklin County,5652,18.5,27618,AL,2001,01,059
Geneva County,5066,20.1,26992,AL,2001,01,061
Greene County,2794,28.4,20771,AL,2001,01,063
Hale County,4192,24.6,25063,AL,2001,01,065
Henry County,2773,17.1,30154,AL,2001,01,067
Houston County,14241,16.0,34500,AL,2001,01,069
Jackson County,7920,14.9,32302,AL,2001,01,071
Jefferson County,87670,13.6,37058,AL,2001,01,073
Lamar County,2610,17.2,28608,AL,2001,01,075
Lauderdale County,12521,14.7,33426,AL,2001,01,077
Lawrence County,5211,15.1,33159,AL,2001,01,079
Lee County,17701,15.6,32200,AL,2001,01,081
Limestone County,8243,12.7,38473,AL,2001,01,083
Lowndes County,3395,25.3,23546,AL,2001,01,085
Macon County,6062,28.5,21720,AL,2001,01,087
Madison County,28902,10.4,46036,AL,2001,01,089
Marengo County,4733,21.3,27684,AL,2001,01,091
Marion County,5816,19.8,27264,AL,2001,01,093
Marshall County,12893,15.7,32541,AL,2001,01,095
Mobile County,71955,18.3,33087,AL,2001,01,097
Monroe County,4561,19.2,28951,AL,2001,01,099
Montgomery County,36650,17.3,35923,AL,2001,01,101
Morgan County,13629,12.4,38932,AL,2001,01,103
Perry County,3692,33.2,20073,AL,2001,01,105
Pickens County,4208,20.4,26521,AL,2001,01,107
Pike County,6562,23.2,25621,AL,2001,01,109
Randolph County,4031,18.4,28276,AL,2001,01,111
Russell County,9140,18.8,28042,AL,2001,01,113
St. Clair County,9204,14.1,36820,AL,2001,01,115
Shelby County,10477,6.9,59840,AL,2001,01,117
Sumter County,4180,29.8,19769,AL,2001,01,119
Talladega County,13751,17.9,30609,AL,2001,01,121
Tallapoosa County,6817,17.1,30052,AL,2001,01,123
Tuscaloosa County,25478,16.1,33614,AL,2001,01,125
Walker County,11264,16.2,29487,AL,2001,01,127
Washington County,3194,17.9,30784,AL,2001,01,129
Wilcox County,3937,30.6,18264,AL,2001,01,131
Winston County,4830,19.8,27553,AL,2001,01,133
Aleutians East Borough,351,13.5,40779,AK,2001,02,013
Aleutians West Census Area,318,6.3,51340,AK,2001,02,016
Anchorage Borough,18024,6.9,53887,AK,2001,02,020
Bethel Census Area,3702,22.7,32258,AK,2001,02,050
Bristol Bay Borough,63,5.5,53149,AK,2001,02,060
Denali Borough,82,4.6,50970,AK,2001,02,068
Dillingham Census Area,931,18.8,39391,AK,2001,02,070
Fairbanks North Star Borough,5469,6.7,50034,AK,2001,02,090
Haines Borough,256,11.1,39556,AK,2001,02,100
Juneau Borough,1882,6.2,58438,AK,2001,02,110
Kenai Peninsula Borough,4574,9.2,47030,AK,2001,02,122
Ketchikan Gateway Borough,1022,7.7,49486,AK,2001,02,130
Kodiak Island Borough,1028,7.6,50431,AK,2001,02,150
Lake and Peninsula Borough,297,18.8,33321,AK,2001,02,164
Matanuska-Susitna Borough,5631,8.8,49858,AK,2001,02,170
Nome Census Area,1539,17.1,37260,AK,2001,02,180
North Slope Borough,637,9.0,57709,AK,2001,02,185
