County,Count Estimate,Rate Estimate,Median Household Income,State,Year,State Code,County Code,Id
Gosper County,175,9.1,55319,NE,2014,31,073,51957
Grant County,68,11.0,47537,NE,2014,31,075,51958
Greeley County,307,12.7,43858,NE,2014,31,077,51959
Hall County,8834,14.7,48499,NE,2014,31,079,51960
Hamilton County,622,6.9,62191,NE,2014,31,081,51961
Harlan County,391,11.4,46744,NE,2014,31,083,51962
Hayes County,135,14.5,48856,NE,2014,31,085,51963
Hitchcock County,397,13.8,40496,NE,2014,31,087,51964
Holt County,1281,12.5,46667,NE,2014,31,089,51965
Hooker County,67,9.6,40732,NE,2014,31,091,51966
Howard County,726,11.5,51040,NE,2014,31,093,51967
Jefferson County,829,11.5,44947,NE,2014,31,095,51968
Johnson County,575,13.9,48511,NE,2014,31,097,51969
Kearney County,627,9.6,56791,NE,2014,31,099,51970
Keith County,964,12.0,45192,NE,2014,31,101,51971
Keya Paha County,166,20.5,41138,NE,2014,31,103,51972
Kimball County,428,11.7,45771,NE,2014,31,105,51973
Knox County,1229,14.9,42745,NE,2014,31,107,51974
Lancaster County,40146,14.0,52011,NE,2014,31,109,51975
Lincoln County,5112,14.5,49770,NE,2014,31,111,51976
Logan County,70,9.4,50761,NE,2014,31,113,51977
Loup County,91,15.5,49132,NE,2014,31,115,51978
McPherson County,69,13.9,62280,NE,2014,31,117,51979
Madison County,4662,13.7,51836,NE,2014,31,119,51980
Merrick County,791,10.4,50893,NE,2014,31,121,51981
Morrill County,669,14.0,46961,NE,2014,31,123,51982
Nance County,403,11.7,48535,NE,2014,31,125,51983
Nemaha County,900,13.6,49162,NE,2014,31,127,51984
Nuckolls County,575,13.4,43249,NE,2014,31,129,51985
Otoe County,1544,10.0,51527,NE,2014,31,131,51986
Pawnee County,324,12.2,42977,NE,2014,31,133,51987
Perkins County,295,10.4,56080,NE,2014,31,135,51988
Phelps County,845,9.5,54137,NE,2014,31,137,51989
Pierce County,707,10.0,53489,NE,2014,31,139,51990
Platte County,2687,8.4,61768,NE,2014,31,141,51991
Polk County,410,8.0,58162,NE,2014,31,143,51992
Red Willow County,1227,11.7,43842,NE,2014,31,145,51993
Richardson County,1142,14.4,44282,NE,2014,31,147,51994
Rock County,211,15.0,46051,NE,2014,31,149,51995
Saline County,1328,10.1,51805,NE,2014,31,151,51996
Sarpy County,8991,5.3,74008,NE,2014,31,153,51997
Saunders County,1678,8.2,61961,NE,2014,31,155,51998
Scotts Bluff County,5563,15.6,47194,NE,2014,31,157,51999
Seward County,1292,8.2,61802,NE,2014,31,159,52000
Sheridan County,826,16.0,40351,NE,2014,31,161,52001
Sherman County,366,12.1,43883,NE,2014,31,163,52002
Sioux County,208,16.0,47313,NE,2014,31,165,52003
Stanton County,557,9.2,55955,NE,2014,31,167,52004
Thayer County,541,10.7,49517,NE,2014,31,169,52005
Thomas County,105,15.4,39537,NE,2014,31,171,52006
Thurston County,2338,34.0,41344,NE,2014,31,173,52007
Valley County,511,12.3,44726,NE,2014,31,175,52008
Washington County,1450,7.4,69191,NE,2014,31,177,52009
Wayne County,1132,13.6,53290,NE,2014,31,179,52010
Webster County,450,12.7,40979,NE,2014,31,181,52011
Wheeler County,96,12.6,45400,NE,2014,31,183,52012
York County,1388,10.6,51335,NE,2014,31,185,52013
Churchill County,3107,13.2,46840,NV,2014,32,001,52014
Clark County,318965,15.6,51241,NV,2014,32,003,52015
Douglas County,4861,10.3,60322,NV,2014,32,005,52016
Elko County,5581,10.8,72648,NV,2014,32,007,52017
Esmeralda County,115,14.0,47180,NV,2014,32,009,52018
Eureka County,197,9.8,70535,NV,2014,32,011,52019
Humboldt County,1819,10.7,67423,NV,2014,32,013,52020
Lander County,656,11.0,74347,NV,2014,32,015,52021
Lincoln County,741,15.1,45629,NV,2014,32,017,52022
Lyon County,7039,13.7,48576,NV,2014,32,019,52023
Mineral County,843,19.0,40714,NV,2014,32,021,52024
Nye County,7019,16.8,42881,NV,2014,32,023,52025
Pershing County,931,18.5,52001,NV,2014,32,027,52026
Storey County,327,8.4,55291,NV,2014,32,029,52027
Washoe County,67110,15.4,52862,NV,2014,32,031,52028
White Pine County,1195,13.7,57243,NV,2014,32,033,52029
Carson City,9940,19.3,45639,NV,2014,32,510,52030
Belknap County,5922,10.0,59831,NH,2014,33,001,52031
Carroll County,5003,10.7,57556,NH,2014,33,003,52032
Cheshire County,8467,11.8,56008,NH,2014,33,005,52033
Coos County,4508,14.9,42491,NH,2014,33,007,52034
Grafton County,9584,11.6,56353,NH,2014,33,009,52035
Hillsborough County,34507,8.7,71233,NH,2014,33,011,52036
Merrimack County,13390,9.5,62429,NH,2014,33,013,52037
Rockingham County,18267,6.1,79653,NH,2014,33,015,52038
Strafford County,13735,11.8,58577,NH,2014,33,017,52039
Sullivan County,4437,10.4,57142,NH,2014,33,019,52040
Atlantic County,40761,15.1,54208,NJ,2014,34,001,52041
Bergen County,70557,7.6,84309,NJ,2014,34,003,52042
Burlington County,31331,7.2,80479,NJ,2014,34,005,52043
Camden County,65551,13.0,61685,NJ,2014,34,007,52044
Cape May County,12080,13.0,55409,NJ,2014,34,009,52045
Cumberland County,28287,19.5,45438,NJ,2014,34,011,52046
Essex County,130059,16.7,54603,NJ,2014,34,013,52047
Gloucester County,23626,8.2,78983,NJ,2014,34,015,52048
Hudson County,117129,17.7,57720,NJ,2014,34,017,52049
Hunterdon County,5742,4.7,103876,NJ,2014,34,019,52050
Mercer County,41715,11.8,73750,NJ,2014,34,021,52051
Middlesex County,67331,8.3,77330,NJ,2014,34,023,52052
Monmouth County,51001,8.2,87220,NJ,2014,34,025,52053
Morris County,24782,5.0,100511,NJ,2014,34,027,52054
Ocean County,68832,11.9,62937,NJ,2014,34,029,52055
Passaic County,90553,18.2,58030,NJ,2014,34,031,52056
Salem County,8307,13.1,56645,NJ,2014,34,033,52057
Somerset County,16496,5.0,100194,NJ,2014,34,035,52058
Sussex County,8875,6.2,82048,NJ,2014,34,037,52059
Union County,60679,11.1,68172,NJ,2014,34,039,52060
Warren County,8747,8.3,71294,NJ,2014,34,041,52061
Bernalillo County,124091,18.7,47192,NM,2014,35,001,52062
Catron County,783,22.2,33256,NM,2014,35,003,52063
Chaves County,14988,23.4,38403,NM,2014,35,005,52064
Cibola County,7162,28.8,35081,NM,2014,35,006,52065
Colfax County,2510,20.5,37156,NM,2014,35,007,52066
Curry County,9472,19.2,42620,NM,2014,35,009,52067
DeBaca County,374,20.6,33789,NM,2014,35,011,52068
Dona Ana County,58462,27.9,38974,NM,2014,35,013,52069
Eddy County,7863,14.1,57007,NM,2014,35,015,52070
Grant County,5437,19.1,38221,NM,2014,35,017,52071
Guadalupe County,1006,25.8,29147,NM,2014,35,019,52072
Harding County,101,14.8,40380,NM,2014,35,021,52073
Hidalgo County,1099,24.5,34304,NM,2014,35,023,52074
Lea County,11231,16.6,58994,NM,2014,35,025,52075
Lincoln County,3933,20.1,39995,NM,2014,35,027,52076
Los Alamos County,743,4.2,108477,NM,2014,35,028,52077
Luna County,7386,30.6,27268,NM,2014,35,029,52078
McKinley County,26327,35.8,29497,NM,2014,35,031,52079
Mora County,1108,24.2,27627,NM,2014,35,033,52080
Otero County,12658,20.2,41736,NM,2014,35,035,52081
Quay County,2018,23.9,29069,NM,2014,35,037,52082
Rio Arriba County,9503,24.1,34902,NM,2014,35,039,52083
Roosevelt County,4415,24.0,36108,NM,2014,35,041,52084
Sandoval County,17264,12.6,56142,NM,2014,35,043,52085
San Juan County,25680,21.0,47520,NM,2014,35,045,52086
San Miguel County,6948,25.5,32964,NM,2014,35,047,52087
Santa Fe County,20700,14.2,52628,NM,2014,35,049,52088
Sierra County,2627,23.8,29036,NM,2014,35,051,52089
Socorro County,5194,31.0,32285,NM,2014,35,053,52090
Taos County,6317,19.2,36125,NM,2014,35,055,52091
Torrance County,4130,27.6,37311,NM,2014,35,057,52092
Union County,704,19.4,36684,NM,2014,35,059,52093
Valencia County,18156,24.5,40591,NM,2014,35,061,52094
Albany County,39589,13.5,60371,NY,2014,36,001,52095
Allegany County,7943,18.3,42655,NY,2014,36,003,52096
Bronx County,440989,31.5,33687,NY,2014,36,005,52097
Broome County,32100,17.2,46283,NY,2014,36,007,52098
Cattaraugus County,12350,16.2,43892,NY,2014,36,009,52099
Cayuga County,9488,12.7,52792,NY,2014,36,011,52100
Chautauqua County,24433,19.3,41757,NY,2014,36,013,52101
Chemung County,15101,18.2,48880,NY,2014,36,015,52102
Chenango County,8078,16.7,46387,NY,2014,36,017,52103
Clinton County,12419,16.6,51576,NY,2014,36,019,52104
Columbia County,7023,11.6,55047,NY,2014,36,021,52105
Cortland County,6206,13.8,48357,NY,2014,36,023,52106
Delaware County,6400,14.4,45860,NY,2014,36,025,52107
Dutchess County,28417,10.2,70925,NY,2014,36,027,52108
Erie County,136135,15.2,50134,NY,2014,36,029,52109
Essex County,4356,12.0,50182,NY,2014,36,031,52110
Franklin County,8393,18.5,45704,NY,2014,36,033,52111
Fulton County,9444,17.8,45409,NY,2014,36,035,52112
Genesee County,6841,12.0,52410,NY,2014,36,037,52113
Greene County,4989,11.1,52597,NY,2014,36,039,52114
Hamilton County,537,11.4,49137,NY,2014,36,041,52115
Herkimer County,10279,16.5,44148,NY,2014,36,043,52116
Jefferson County,17009,15.1,49781,NY,2014,36,045,52117
Kings County,607086,23.4,47547,NY,2014,36,047,52118
Lewis County,3833,14.3,47542,NY,2014,36,049,52119
Livingston County,8640,14.7,49920,NY,2014,36,051,52120
Madison County,7962,11.8,51600,NY,2014,36,053,52121
Monroe County,103280,14.2,51371,NY,2014,36,055,52122
Montgomery County,9248,18.9,40923,NY,2014,36,057,52123
Nassau County,89120,6.7,98312,NY,2014,36,059,52124
New York County,280877,17.7,75459,NY,2014,36,061,52125
Niagara County,28129,13.4,49274,NY,2014,36,063,52126
Oneida County,38971,17.7,48350,NY,2014,36,065,52127
Onondaga County,72873,16.1,52892,NY,2014,36,067,52128
Ontario County,12241,11.5,58473,NY,2014,36,069,52129
Orange County,49122,13.4,69228,NY,2014,36,071,52130
Orleans County,6129,15.5,46577,NY,2014,36,073,52131
Oswego County,22618,19.6,46926,NY,2014,36,075,52132
Otsego County,10606,18.9,43104,NY,2014,36,077,52133
Putnam County,6144,6.3,94334,NY,2014,36,079,52134
Queens County,352481,15.4,56866,NY,2014,36,081,52135
Rensselaer County,19990,13.0,59925,NY,2014,36,083,52136
Richmond County,67827,14.5,70299,NY,2014,36,085,52137
Rockland County,46955,14.7,83162,NY,2014,36,087,52138
St. Lawrence County,18981,18.9,43518,NY,2014,36,089,52139
Saratoga County,15977,7.2,71885,NY,2014,36,091,52140
Schenectady County,20089,13.2,56508,NY,2014,36,093,52141
Schoharie County,4790,15.9,48718,NY,2014,36,095,52142
Schuyler County,2786,15.4,48135,NY,2014,36,097,52143
Seneca County,4560,14.2,49809,NY,2014,36,099,52144
Steuben County,16098,16.6,46849,NY,2014,36,101,52145
Suffolk County,113319,7.7,85886,NY,2014,36,103,52146
Sullivan County,11968,16.3,48908,NY,2014,36,105,52147
Tioga County,5644,11.4,52195,NY,2014,36,107,52148
Tompkins County,17123,18.7,51880,NY,2014,36,109,52149
Ulster County,23615,13.7,56718,NY,2014,36,111,52150
Warren County,8572,13.3,54585,NY,2014,36,113,52151
Washington County,8607,14.6,47547,NY,2014,36,115,52152
Wayne County,11678,12.9,49191,NY,2014,36,117,52153
Westchester County,98067,10.4,83152,NY,2014,36,119,52154
Wyoming County,4608,12.3,53783,NY,2014,36,121,52155
Yates County,3481,14.5,48368,NY,2014,36,123,52156
Alamance County,27115,17.9,41296,NC,2014,37,001,52157
Alexander County,5923,16.4,43043,NC,2014,37,003,52158
Alleghany County,2205,20.5,35266,NC,2014,37,005,52159
Anson County,5860,25.0,32508,NC,2014,37,007,52160
Ashe County,5629,20.9,36488,NC,2014,37,009,52161
Avery County,3041,19.8,37131,NC,2014,37,011,52162
Beaufort County,8863,18.8,40357,NC,2014,37,013,52163
Bertie County,5212,27.7,31217,NC,2014,37,015,52164
Bladen County,8750,25.6,33521,NC,2014,37,017,52165
Brunswick County,18438,15.7,47387,NC,2014,37,019,52166
Buncombe County,33936,13.9,47296,NC,2014,37,021,52167
Burke County,17732,20.5,39275,NC,2014,37,023,52168
Cabarrus County,23213,12.2,55250,NC,2014,37,025,52169
Caldwell County,15102,18.8,38653,NC,2014,37,027,52170
Camden County,1002,9.7,61730,NC,2014,37,029,52171
Carteret County,9945,14.7,48824,NC,2014,37,031,52172
Caswell County,4317,19.9,42730,NC,2014,37,033,52173
Catawba County,24642,16.2,45080,NC,2014,37,035,52174
Chatham County,9404,13.9,56797,NC,2014,37,037,52175
Cherokee County,5620,21.0,34620,NC,2014,37,039,52176
Chowan County,3310,23.2,38887,NC,2014,37,041,52177
Clay County,1935,18.5,37072,NC,2014,37,043,52178
Cleveland County,20081,21.1,39444,NC,2014,37,045,52179
Columbus County,13119,24.3,34321,NC,2014,37,047,52180
Craven County,16289,16.4,43972,NC,2014,37,049,52181
Cumberland County,55792,17.6,42582,NC,2014,37,051,52182
Currituck County,2758,11.2,58024,NC,2014,37,053,52183
Dare County,3831,11.0,54642,NC,2014,37,055,52184
Davidson County,27440,16.9,43346,NC,2014,37,057,52185
Davie County,5681,13.8,47592,NC,2014,37,059,52186
Duplin County,16419,27.7,34109,NC,2014,37,061,52187
Durham County,46899,16.6,50745,NC,2014,37,063,52188
Edgecombe County,13925,25.9,31615,NC,2014,37,065,52189
Forsyth County,69871,19.7,45944,NC,2014,37,067,52190
Franklin County,9401,15.4,48166,NC,2014,37,069,52191
Gaston County,34776,16.7,42056,NC,2014,37,071,52192
Gates County,1794,15.6,48413,NC,2014,37,073,52193
Graham County,1754,20.6,33824,NC,2014,37,075,52194
Granville County,8664,15.9,49342,NC,2014,37,077,52195
Greene County,5311,28.3,37263,NC,2014,37,079,52196
Guilford County,86041,17.3,44828,NC,2014,37,081,52197
Halifax County,12128,23.5,31674,NC,2014,37,083,52198
Harnett County,25281,20.5,45380,NC,2014,37,085,52199
Haywood County,8961,15.2,42812,NC,2014,37,087,52200
Henderson County,14185,12.9,47286,NC,2014,37,089,52201
Hertford County,5632,25.8,30056,NC,2014,37,091,52202
Hoke County,9897,19.5,44175,NC,2014,37,093,52203
Hyde County,1080,21.9,36891,NC,2014,37,095,52204
Iredell County,20917,12.7,54026,NC,2014,37,097,52205
Jackson County,8748,23.5,38130,NC,2014,37,099,52206
Johnston County,27504,15.3,50055,NC,2014,37,101,52207
Jones County,2213,22.2,38928,NC,2014,37,103,52208
Lee County,10830,18.5,46073,NC,2014,37,105,52209
Lenoir County,12806,22.1,35991,NC,2014,37,107,52210
Lincoln County,12626,16.0,49676,NC,2014,37,109,52211
McDowell County,7685,17.6,37881,NC,2014,37,111,52212
Macon County,6061,18.1,37884,NC,2014,37,113,52213
Madison County,3972,19.9,38445,NC,2014,37,115,52214
Martin County,4584,19.7,35930,NC,2014,37,117,52215
Mecklenburg County,151386,15.2,59049,NC,2014,37,119,52216
Mitchell County,2894,19.2,36795,NC,2014,37,121,52217
Montgomery County,5564,21.1,38530,NC,2014,37,123,52218
Moore County,14281,15.5,51650,NC,2014,37,125,52219
Nash County,16796,18.2,43348,NC,2014,37,127,52220
New Hanover County,37908,18.0,49905,NC,2014,37,129,52221
Northampton County,5117,25.8,32063,NC,2014,37,131,52222
Onslow County,24618,14.3,47201,NC,2014,37,133,52223
Orange County,18514,14.1,60304,NC,2014,37,135,52224
Pamlico County,2184,17.9,43097,NC,2014,37,137,52225
Pasquotank County,6978,18.8,44596,NC,2014,37,139,52226
Pender County,8502,15.4,45453,NC,2014,37,141,52227
Perquimans County,2293,17.1,41328,NC,2014,37,143,52228
Person County,7236,18.7,45841,NC,2014,37,145,52229
Pitt County,39398,23.4,41765,NC,2014,37,147,52230
Polk County,2942,14.7,45464,NC,2014,37,149,52231
Randolph County,23570,16.7,41770,NC,2014,37,151,52232
Richmond County,11033,24.7,34665,NC,2014,37,153,52233
Robeson County,43106,33.1,30414,NC,2014,37,155,52234
Rockingham County,17540,19.4,39606,NC,2014,37,157,52235
Rowan County,24137,18.0,44973,NC,2014,37,159,52236
Rutherford County,14045,21.5,35629,NC,2014,37,161,52237
Sampson County,18218,29.0,33876,NC,2014,37,163,52238
Scotland County,9569,28.9,32782,NC,2014,37,165,52239
Stanly County,9685,16.5,41921,NC,2014,37,167,52240
Stokes County,6355,13.8,45065,NC,2014,37,169,52241
Surry County,13633,18.9,37915,NC,2014,37,171,52242
Swain County,2716,19.3,34788,NC,2014,37,173,52243
Transylvania County,5203,16.2,44490,NC,2014,37,175,52244
Tyrrell County,1018,28.3,32773,NC,2014,37,177,52245
Union County,23279,10.8,64381,NC,2014,37,179,52246
Vance County,11896,27.0,33609,NC,2014,37,181,52247
Wake County,112936,11.5,66950,NC,2014,37,183,52248
Warren County,4371,22.8,33869,NC,2014,37,185,52249
Washington County,3334,26.8,32867,NC,2014,37,187,52250
Watauga County,12227,26.2,41942,NC,2014,37,189,52251
Wayne County,28355,23.3,36890,NC,2014,37,191,52252
Wilkes County,15885,23.4,33398,NC,2014,37,193,52253
Wilson County,19057,23.9,39268,NC,2014,37,195,52254
Yadkin County,6430,17.2,40801,NC,2014,37,197,52255
Yancey County,3590,20.6,35974,NC,2014,37,199,52256
Adams County,236,10.2,45710,ND,2014,38,001,52257
Barnes County,1097,10.3,52376,ND,2014,38,003,52258
Benson County,2025,29.9,39342,ND,2014,38,005,52259
Billings County,69,7.7,75096,ND,2014,38,007,52260
Bottineau County,618,9.7,56965,ND,2014,38,009,52261
Bowman County,238,7.4,60946,ND,2014,38,011,52262
Burke County,185,8.3,62875,ND,2014,38,013,52263
Burleigh County,7160,8.2,66734,ND,2014,38,015,52264
Cass County,18221,11.3,53755,ND,2014,38,017,52265
Cavalier County,341,9.0,54057,ND,2014,38,019,52266
Dickey County,566,11.7,51817,ND,2014,38,021,52267
Divide County,197,8.3,67344,ND,2014,38,023,52268
Dunn County,412,9.5,72018,ND,2014,38,025,52269
Eddy County,244,10.7,47596,ND,2014,38,027,52270
Emmons County,443,13.2,44282,ND,2014,38,029,52271
Foster County,265,8.0,54593,ND,2014,38,031,52272
Golden Valley County,189,10.7,53420,ND,2014,38,033,52273
Grand Forks County,11010,16.7,50435,ND,2014,38,035,52274
Grant County,376,16.1,39679,ND,2014,38,037,52275
Griggs County,214,9.5,51192,ND,2014,38,039,52276
Hettinger County,276,11.1,50038,ND,2014,38,041,52277
Kidder County,341,14.1,46923,ND,2014,38,043,52278
LaMoure County,395,9.7,53721,ND,2014,38,045,52279
Logan County,223,11.9,44696,ND,2014,38,047,52280
McHenry County,726,12.3,48887,ND,2014,38,049,52281
McIntosh County,348,13.0,40258,ND,2014,38,051,52282
McKenzie County,934,8.6,81209,ND,2014,38,053,52283
McLean County,952,10.1,56616,ND,2014,38,055,52284
Mercer County,629,7.3,74047,ND,2014,38,057,52285
Morton County,2678,9.2,54637,ND,2014,38,059,52286
Mountrail County,899,9.3,66807,ND,2014,38,061,52287
Nelson County,319,10.8,45040,ND,2014,38,063,52288
Oliver County,194,10.6,62010,ND,2014,38,065,52289
Pembina County,621,8.9,56298,ND,2014,38,067,52290
Pierce County,479,11.6,39572,ND,2014,38,069,52291
Ramsey County,1360,12.3,51097,ND,2014,38,071,52292
Ransom County,438,8.4,56270,ND,2014,38,073,52293
Renville County,195,7.7,60957,ND,2014,38,075,52294
Richland County,1488,9.7,57177,ND,2014,38,077,52295
Rolette County,4560,31.6,35630,ND,2014,38,079,52296
Sargent County,281,7.3,58467,ND,2014,38,081,52297
Sheridan County,213,16.1,44990,ND,2014,38,083,52298
Sioux County,1457,33.6,33950,ND,2014,38,085,52299
Slope County,72,9.4,55664,ND,2014,38,087,52300
Stark County,2259,7.6,76672,ND,2014,38,089,52301
Steele County,138,7.1,59408,ND,2014,38,091,52302
Stutsman County,2255,11.6,53333,ND,2014,38,093,52303
Towner County,247,10.9,51961,ND,2014,38,095,52304
Traill County,682,8.9,58995,ND,2014,38,097,52305
Walsh County,1172,10.9,51754,ND,2014,38,099,52306
Ward County,5644,8.5,62526,ND,2014,38,101,52307
Wells County,448,10.9,51470,ND,2014,38,103,52308
Williams County,2174,6.9,86354,ND,2014,38,105,52309
Adams County,6864,24.8,34116,OH,2014,39,001,52310
Allen County,17839,18.0,43602,OH,2014,39,003,52311
Ashland County,7400,14.6,47369,OH,2014,39,005,52312
Ashtabula County,20547,21.5,39757,OH,2014,39,007,52313
Athens County,16630,29.9,34216,OH,2014,39,009,52314
Auglaize County,3744,8.3,52650,OH,2014,39,011,52315
Belmont County,10537,16.1,41983,OH,2014,39,013,52316
Brown County,6503,15.0,46484,OH,2014,39,015,52317
Butler County,52128,14.4,58558,OH,2014,39,017,52318
Carroll County,3742,13.5,46177,OH,2014,39,019,52319
Champaign County,4309,11.3,50302,OH,2014,39,021,52320
Clark County,24315,18.2,42029,OH,2014,39,023,52321
Clermont County,22370,11.2,62158,OH,2014,39,025,52322
Clinton County,5584,13.7,49453,OH,2014,39,027,52323
Columbiana County,16171,15.9,42645,OH,2014,39,029,52324
Coshocton County,6527,18.1,41547,OH,2014,39,031,52325
Crawford County,6441,15.4,39881,OH,2014,39,033,52326
Cuyahoga County,241829,19.6,44138,OH,2014,39,035,52327
Darke County,6281,12.2,46610,OH,2014,39,037,52328
Defiance County,4392,11.7,53026,OH,2014,39,039,52329
Delaware County,8952,4.8,97802,OH,2014,39,041,52330
Erie County,10343,13.9,49234,OH,2014,39,043,52331
Fairfield County,14147,9.6,59921,OH,2014,39,045,52332
Fayette County,4440,15.8,44947,OH,2014,39,047,52333
Franklin County,208629,17.3,53164,OH,2014,39,049,52334
Fulton County,4414,10.5,54666,OH,2014,39,051,52335
Gallia County,7667,26.1,36675,OH,2014,39,053,52336
Geauga County,7299,7.8,72264,OH,2014,39,055,52337
Greene County,20447,13.2,59382,OH,2014,39,057,52338
Guernsey County,6729,17.2,41940,OH,2014,39,059,52339
Hamilton County,138939,17.6,48973,OH,2014,39,061,52340
Hancock County,9313,12.7,51498,OH,2014,39,063,52341
Hardin County,5586,19.0,45195,OH,2014,39,065,52342
Harrison County,2578,16.9,42582,OH,2014,39,067,52343
Henry County,2808,10.2,53645,OH,2014,39,069,52344
Highland County,8199,19.3,41611,OH,2014,39,071,52345
Hocking County,4944,17.5,42374,OH,2014,39,073,52346
Holmes County,5348,12.4,50069,OH,2014,39,075,52347
Huron County,7759,13.4,47824,OH,2014,39,077,52348
Jackson County,6450,20.0,41161,OH,2014,39,079,52349
Jefferson County,13050,20.0,40148,OH,2014,39,081,52350
Knox County,8724,15.1,46908,OH,2014,39,083,52351
Lake County,20156,8.9,58697,OH,2014,39,085,52352
Lawrence County,10643,17.5,41608,OH,2014,39,087,52353
Licking County,22272,13.5,57308,OH,2014,39,089,52354
Logan County,7637,17.0,50753,OH,2014,39,091,52355
Lorain County,43499,14.7,52331,OH,2014,39,093,52356
Lucas County,87923,20.7,42344,OH,2014,39,095,52357
Madison County,4890,12.6,52996,OH,2014,39,097,52358
Mahoning County,42601,18.9,41316,OH,2014,39,099,52359
Marion County,12683,21.3,42240,OH,2014,39,101,52360
Medina County,12230,7.0,68405,OH,2014,39,103,52361
Meigs County,5199,22.6,38081,OH,2014,39,105,52362
Mercer County,3577,8.9,52606,OH,2014,39,107,52363
Miami County,10920,10.6,51868,OH,2014,39,109,52364
Monroe County,2232,15.7,40646,OH,2014,39,111,52365
Montgomery County,101914,19.7,42994,OH,2014,39,113,52366
Morgan County,2646,18.1,37923,OH,2014,39,115,52367
Morrow County,4197,12.1,49846,OH,2014,39,117,52368
Muskingum County,15955,19.1,41814,OH,2014,39,119,52369
Noble County,1888,16.3,43953,OH,2014,39,121,52370
Ottawa County,4110,10.1,50345,OH,2014,39,123,52371
Paulding County,2320,12.3,47358,OH,2014,39,125,52372
Perry County,6276,17.8,43341,OH,2014,39,127,52373
Pickaway County,6833,13.2,54868,OH,2014,39,129,52374
Pike County,6061,21.9,40512,OH,2014,39,131,52375
Portage County,21810,14.2,52047,OH,2014,39,133,52376
Preble County,5340,13.0,49516,OH,2014,39,135,52377
Putnam County,2621,7.8,56519,OH,2014,39,137,52378
Richland County,18246,15.9,41948,OH,2014,39,139,52379
Ross County,13658,19.2,42466,OH,2014,39,141,52380
Sandusky County,8592,14.5,46447,OH,2014,39,143,52381
Scioto County,20049,27.2,37625,OH,2014,39,145,52382
Seneca County,9254,17.5,45003,OH,2014,39,147,52383
Shelby County,5167,10.7,50774,OH,2014,39,149,52384
Stark County,54744,14.9,47745,OH,2014,39,151,52385
Summit County,71490,13.4,50453,OH,2014,39,153,52386
Trumbull County,34593,17.2,43160,OH,2014,39,155,52387
Tuscarawas County,12252,13.4,46128,OH,2014,39,157,52388
Union County,3924,7.7,69900,OH,2014,39,159,52389
Van Wert County,2837,10.1,49565,OH,2014,39,161,52390
Vinton County,3110,23.7,37633,OH,2014,39,163,52391
Warren County,12441,5.8,72973,OH,2014,39,165,52392
Washington County,9307,15.7,45048,OH,2014,39,167,52393
Wayne County,15491,13.9,50106,OH,2014,39,169,52394
Williams County,5125,14.2,42214,OH,2014,39,171,52395
Wood County,16448,13.5,54996,OH,2014,39,173,52396
Wyandot County,2208,10.0,47905,OH,2014,39,175,52397
Adair County,5975,27.2,31386,OK,2014,40,001,52398
Alfalfa County,783,16.6,51885,OK,2014,40,003,52399
Atoka County,2826,21.8,35910,OK,2014,40,005,52400
Beaver County,567,10.5,56664,OK,2014,40,007,52401
Beckham County,3240,15.0,46625,OK,2014,40,009,52402
Blaine County,1795,18.4,44309,OK,2014,40,011,52403
Bryan County,8258,19.1,38187,OK,2014,40,013,52404
Caddo County,6399,23.5,39933,OK,2014,40,015,52405
Canadian County,9811,7.7,68421,OK,2014,40,017,52406
Carter County,7870,16.5,44402,OK,2014,40,019,52407
Cherokee County,9584,20.6,38027,OK,2014,40,021,52408
Choctaw County,4000,26.8,29652,OK,2014,40,023,52409
Cimarron County,410,18.0,41800,OK,2014,40,025,52410
Cleveland County,32649,12.6,58205,OK,2014,40,027,52411
Coal County,1195,20.9,36566,OK,2014,40,029,52412
Comanche County,21256,18.6,46071,OK,2014,40,031,52413
Cotton County,1081,17.8,41469,OK,2014,40,033,52414
Craig County,2644,19.2,36953,OK,2014,40,035,52415
Creek County,10966,15.8,46614,OK,2014,40,037,52416
Custer County,4439,15.9,45574,OK,2014,40,039,52417
Delaware County,7707,18.8,36424,OK,2014,40,041,52418
Dewey County,595,12.4,50348,OK,2014,40,043,52419
Ellis County,491,12.0,52032,OK,2014,40,045,52420
Garfield County,8884,14.5,49136,OK,2014,40,047,52421
Garvin County,5222,19.2,40774,OK,2014,40,049,52422
Grady County,6366,12.1,51199,OK,2014,40,051,52423
Grant County,542,12.3,49774,OK,2014,40,053,52424
Greer County,1260,25.2,34872,OK,2014,40,055,52425
Harmon County,667,24.8,33750,OK,2014,40,057,52426
Harper County,399,10.6,49204,OK,2014,40,059,52427
Haskell County,3136,24.5,35313,OK,2014,40,061,52428
Hughes County,2873,23.4,34837,OK,2014,40,063,52429
Jackson County,4338,17.2,41370,OK,2014,40,065,52430
Jefferson County,1411,23.0,32645,OK,2014,40,067,52431
Johnston County,2160,20.1,35977,OK,2014,40,069,52432
Kay County,8040,18.2,41514,OK,2014,40,071,52433
Kingfisher County,1535,10.0,59525,OK,2014,40,073,52434
Kiowa County,1745,19.1,36699,OK,2014,40,075,52435
Latimer County,2087,20.7,35522,OK,2014,40,077,52436
Le Flore County,11499,24.0,36627,OK,2014,40,079,52437
Lincoln County,5089,14.9,46083,OK,2014,40,081,52438
Logan County,5990,13.8,55602,OK,2014,40,083,52439
