NAME,SAEPOVALL_PT,SAEPOVRTALL_PT,SAEMHI_PT,STABREV,time,state,county
Autauga County,7017,12.7,51441,AL,2012,01,001
Baldwin County,26177,13.9,48867,AL,2012,01,003
Barbour County,6892,29.0,30287,AL,2012,01,005
Bibb County,4371,21.5,37392,AL,2012,01,007
Blount County,9264,16.2,44225,AL,2012,01,009
Bullock County,2848,32.3,25854,AL,2012,01,011
Butler County,5247,26.3,30605,AL,2012,01,013
Calhoun County,24533,21.4,39212,AL,2012,01,015
Chambers County,7210,21.5,32320,AL,2012,01,017
Cherokee County,5027,19.6,37868,AL,2012,01,019
Chilton County,8701,20.1,39621,AL,2012,01,021
Choctaw County,2802,20.8,33390,AL,2012,01,023
Clarke County,5343,21.5,34606,AL,2012,01,025
Clay County,2521,19.1,34579,AL,2012,01,027
Cleburne County,2712,18.6,38235,AL,2012,01,029
Coffee County,7650,15.1,45631,AL,2012,01,031
Colbert County,8714,16.2,39771,AL,2012,01,033
Conecuh County,4036,31.3,27110,AL,2012,01,035
Coosa County,2276,21.0,32960,AL,2012,01,037
Covington County,7805,20.9,34017,AL,2012,01,039
Crenshaw County,2794,20.1,33648,AL,2012,01,041
Cullman County,14851,18.7,37938,AL,2012,01,043
Dale County,9429,19.1,40125,AL,2012,01,045
Dallas County,15588,36.8,27400,AL,2012,01,047
DeKalb County,12711,18.1,37644,AL,2012,01,049
Elmore County,10396,13.8,52324,AL,2012,01,051
Escambia County,9690,27.9,33588,AL,2012,01,053
Etowah County,21508,21.0,35737,AL,2012,01,055
Fayette County,2942,17.6,35720,AL,2012,01,057
Franklin County,6116,19.5,33173,AL,2012,01,059
Geneva County,6086,22.8,33347,AL,2012,01,061
Greene County,3011,34.1,24592,AL,2012,01,063
Hale County,4198,27.9,31025,AL,2012,01,065
Henry County,3275,19.2,37108,AL,2012,01,067
Houston County,19414,19.0,40609,AL,2012,01,069
Jackson County,8610,16.4,39618,AL,2012,01,071
Jefferson County,120153,18.6,43967,AL,2012,01,073
Lamar County,3159,22.5,33940,AL,2012,01,075
Lauderdale County,18344,20.2,41536,AL,2012,01,077
Lawrence County,6697,20.0,38524,AL,2012,01,079
Lee County,32855,23.0,43182,AL,2012,01,081
Limestone County,10786,12.8,49616,AL,2012,01,083
Lowndes County,2862,26.6,28544,AL,2012,01,085
Macon County,6209,33.1,27709,AL,2012,01,087
Madison County,42183,12.6,57072,AL,2012,01,089
Marengo County,5339,26.5,31888,AL,2012,01,091
Marion County,6580,22.2,32237,AL,2012,01,093
Marshall County,20075,21.5,36960,AL,2012,01,095
Mobile County,85452,21.0,39546,AL,2012,01,097
Monroe County,4726,21.1,36221,AL,2012,01,099
Montgomery County,48003,21.7,41430,AL,2012,01,101
Morgan County,19176,16.2,44766,AL,2012,01,103
Perry County,3449,36.6,25215,AL,2012,01,105
Pickens County,4455,23.4,31433,AL,2012,01,107
Pike County,8369,26.7,32411,AL,2012,01,109
Randolph County,5069,22.8,35024,AL,2012,01,111
Russell County,13495,23.6,34310,AL,2012,01,113
St. Clair County,13133,15.8,50989,AL,2012,01,115
