NAME,SAEPOVALL_PT,SAEPOVRTALL_PT,SAEMHI_PT,STABREV,time,state,county
Autauga County,5155,10.4,50375,AL,2007,01,001
Baldwin County,17500,10.3,49163,AL,2007,01,003
Barbour County,6442,26.1,30370,AL,2007,01,005
Bibb County,3664,18.2,38907,AL,2007,01,007
Blount County,7329,13.1,43266,AL,2007,01,009
Bullock County,3155,34.0,24969,AL,2007,01,011
Butler County,4598,23.2,30460,AL,2007,01,013
Calhoun County,18838,17.1,37478,AL,2007,01,015
Chambers County,5328,15.6,33904,AL,2007,01,017
Cherokee County,4565,18.9,37376,AL,2007,01,019
Chilton County,6978,16.7,39663,AL,2007,01,021
Choctaw County,3047,21.8,31508,AL,2007,01,023
Clarke County,5688,21.8,32627,AL,2007,01,025
Clay County,2092,15.5,36009,AL,2007,01,027
Cleburne County,2248,15.4,38918,AL,2007,01,029
Coffee County,7559,16.5,36819,AL,2007,01,031
Colbert County,8909,16.5,37530,AL,2007,01,033
Conecuh County,3213,24.7,27555,AL,2007,01,035
Coosa County,1627,15.1,34667,AL,2007,01,037
Covington County,7078,19.4,32490,AL,2007,01,039
Crenshaw County,2486,18.3,33156,AL,2007,01,041
Cullman County,11267,14.2,39194,AL,2007,01,043
Dale County,7764,16.7,41214,AL,2007,01,045
Dallas County,12834,30.2,27647,AL,2007,01,047
DeKalb County,12357,18.4,35558,AL,2007,01,049
Elmore County,8040,11.3,49193,AL,2007,01,051
Escambia County,7909,22.4,34615,AL,2007,01,053
Etowah County,17608,17.4,35420,AL,2007,01,055
Fayette County,2982,17.2,35957,AL,2007,01,057
Franklin County,6040,20.1,30765,AL,2007,01,059
Geneva County,4965,19.5,33734,AL,2007,01,061
Greene County,2844,31.3,25137,AL,2007,01,063
Hale County,4061,24.0,31481,AL,2007,01,065
Henry County,2931,17.9,35076,AL,2007,01,067
Houston County,15067,15.7,40461,AL,2007,01,069
Jackson County,9226,17.6,36178,AL,2007,01,071
Jefferson County,97227,15.1,44908,AL,2007,01,073
Lamar County,2629,18.5,32893,AL,2007,01,075
Lauderdale County,15580,18.1,37981,AL,2007,01,077
Lawrence County,5090,15.0,39248,AL,2007,01,079
Lee County,21846,17.3,39719,AL,2007,01,081
Limestone County,8918,12.6,46753,AL,2007,01,083
Lowndes County,3785,30.0,28530,AL,2007,01,085
Macon County,5888,29.6,27011,AL,2007,01,087
Madison County,34347,11.3,52870,AL,2007,01,089
Marengo County,4206,20.0,32747,AL,2007,01,091
Marion County,5639,19.7,32752,AL,2007,01,093
Marshall County,16919,19.6,36931,AL,2007,01,095
Mobile County,82315,20.8,37575,AL,2007,01,097
Monroe County,5311,23.6,32367,AL,2007,01,099
Montgomery County,38724,18.1,41199,AL,2007,01,101
Morgan County,16111,14.2,43619,AL,2007,01,103
Perry County,3297,32.7,24132,AL,2007,01,105
Pickens County,4309,22.2,31497,AL,2007,01,107
Pike County,7772,27.0,25817,AL,2007,01,109
Randolph County,4542,20.9,34352,AL,2007,01,111
Russell County,10446,21.2,33546,AL,2007,01,113
St. Clair County,8773,11.6,50046,AL,2007,01,115
Shelby County,12367,6.9,67031,AL,2007,01,117
Sumter County,4532,35.0,23439,AL,2007,01,119
Talladega County,13787,18.0,38644,AL,2007,01,121
Tallapoosa County,6746,17.1,35801,AL,2007,01,123
Tuscaloosa County,31208,18.6,41543,AL,2007,01,125
Walker County,12953,19.1,35497,AL,2007,01,127
Washington County,3200,18.7,35810,AL,2007,01,129
Wilcox County,4507,35.7,21325,AL,2007,01,131
Winston County,3830,16.0,32986,AL,2007,01,133
Aleutians East Borough,450,16.9,56111,AK,2007,02,013
Aleutians West Census Area,487,10.2,61536,AK,2007,02,016
Anchorage Borough,21634,8.0,67856,AK,2007,02,020
Bethel Census Area,3609,21.4,39519,AK,2007,02,050
Bristol Bay Borough,85,8.5,62945,AK,2007,02,060
Denali Borough,117,6.4,64565,AK,2007,02,068
Dillingham Census Area,1064,21.5,49319,AK,2007,02,070
Fairbanks North Star Borough,7257,7.8,62155,AK,2007,02,090
Haines Borough,261,11.4,47005,AK,2007,02,100
Juneau Borough,2151,7.1,75302,AK,2007,02,110
Kenai Peninsula Borough,5348,10.3,56648,AK,2007,02,122
Ketchikan Gateway Borough,1138,8.8,57202,AK,2007,02,130
Kodiak Island Borough,964,7.5,59010,AK,2007,02,150
Lake and Peninsula Borough,290,18.9,40574,AK,2007,02,164
Matanuska-Susitna Borough,7731,9.5,64969,AK,2007,02,170
Nome Census Area,2117,23.1,46942,AK,2007,02,180
North Slope Borough,896,13.8,68589,AK,2007,02,185
Northwest Arctic Borough,1572,21.2,50168,AK,2007,02,188
Prince of Wales-Outer Ketchikan Census Area,987,17.9,42798,AK,2007,02,201
Sitka Borough,730,8.4,58958,AK,2007,02,220
Skagway-Hoonah-Angoon Census Area,423,13.9,44506,AK,2007,02,232
Southeast Fairbanks Census Area,914,13.5,52330,AK,2007,02,240
Valdez-Cordova Census Area,897,9.5,55428,AK,2007,02,261
Wade Hampton Census Area,2073,27.3,30335,AK,2007,02,270
Wrangell-Petersburg Census Area,592,9.9,53048,AK,2007,02,280
Yakutat Borough,102,15.1,49330,AK,2007,02,282
Yukon-Koyukuk Census Area,1377,23.7,32097,AK,2007,02,290
Apache County,22962,33.4,29976,AZ,2007,04,001
Cochise County,19910,16.3,42995,AZ,2007,04,003
Coconino County,20087,16.2,48549,AZ,2007,04,005
Gila County,9256,18.2,34761,AZ,2007,04,007
Graham County,7038,22.4,38798,AZ,2007,04,009
Greenlee County,862,11.2,50195,AZ,2007,04,011
La Paz County,4720,23.8,29912,AZ,2007,04,012
Maricopa County,495505,12.9,54733,AZ,2007,04,013
Mohave County,26090,13.5,39669,AZ,2007,04,015
Navajo County,25481,23.4,38871,AZ,2007,04,017
Pima County,140880,14.9,43721,AZ,2007,04,019
Pinal County,35512,12.5,49906,AZ,2007,04,021
Santa Cruz County,8578,20.1,35661,AZ,2007,04,023
Yavapai County,26335,12.6,44268,AZ,2007,04,025
Yuma County,32904,17.8,39781,AZ,2007,04,027
Arkansas County,3402,17.9,37344,AR,2007,05,001
Ashley County,4562,20.7,35263,AR,2007,05,003
Baxter County,5129,12.4,35845,AR,2007,05,005
Benton County,22596,11.3,49064,AR,2007,05,007
Boone County,6093,16.9,36704,AR,2007,05,009
Bradley County,2824,24.4,30150,AR,2007,05,011
Calhoun County,955,17.7,34847,AR,2007,05,013
Carroll County,4781,17.6,32060,AR,2007,05,015
Chicot County,3744,32.4,24921,AR,2007,05,017
Clark County,4787,22.3,33887,AR,2007,05,019
Clay County,2934,18.4,29131,AR,2007,05,021
Cleburne County,4123,16.4,37277,AR,2007,05,023
Cleveland County,1432,16.4,37648,AR,2007,05,025
Columbia County,5425,23.5,36981,AR,2007,05,027
Conway County,3826,18.7,36786,AR,2007,05,029
Craighead County,14425,16.3,39808,AR,2007,05,031
Crawford County,10742,18.4,37353,AR,2007,05,033
Crittenden County,13223,25.7,35894,AR,2007,05,035
Cross County,3798,20.7,33176,AR,2007,05,037
Dallas County,1659,21.2,31657,AR,2007,05,039
Desha County,3622,26.6,28119,AR,2007,05,041
Drew County,4073,22.6,33810,AR,2007,05,043
Faulkner County,14734,14.9,45370,AR,2007,05,045
Franklin County,3576,20.0,36367,AR,2007,05,047
Fulton County,2357,20.3,30261,AR,2007,05,049
Garland County,17122,18.1,36299,AR,2007,05,051
Grant County,1820,10.6,46977,AR,2007,05,053
Greene County,6440,16.2,37724,AR,2007,05,055
Hempstead County,4912,21.5,33686,AR,2007,05,057
Hot Spring County,4523,14.8,37704,AR,2007,05,059
Howard County,2505,18.4,32979,AR,2007,05,061
Independence County,5096,15.1,36984,AR,2007,05,063
Izard County,2598,21.3,31231,AR,2007,05,065
Jackson County,3594,23.8,29351,AR,2007,05,067
Jefferson County,18413,25.0,36293,AR,2007,05,069
Johnson County,3978,16.5,31586,AR,2007,05,071
Lafayette County,1875,24.6,28727,AR,2007,05,073
Lawrence County,3654,22.5,31286,AR,2007,05,075
Lee County,2882,31.8,24195,AR,2007,05,077
Lincoln County,2721,26.8,30926,AR,2007,05,079
Little River County,2435,19.3,33342,AR,2007,05,081
Logan County,3891,17.6,34261,AR,2007,05,083
Lonoke County,7019,11.2,47810,AR,2007,05,085
Madison County,2613,17.1,34877,AR,2007,05,087
Marion County,2804,17.1,31064,AR,2007,05,089
Miller County,7780,18.7,37106,AR,2007,05,091
Mississippi County,12895,28.2,31613,AR,2007,05,093
Monroe County,2322,27.2,27141,AR,2007,05,095
Montgomery County,1607,18.0,34925,AR,2007,05,097
Nevada County,1923,21.0,32306,AR,2007,05,099
Newton County,1794,21.7,28819,AR,2007,05,101
Ouachita County,5904,22.9,33418,AR,2007,05,103
Perry County,1658,16.2,37491,AR,2007,05,105
Phillips County,8078,37.2,26261,AR,2007,05,107
Pike County,1863,17.6,33892,AR,2007,05,109
Poinsett County,6157,25.3,30581,AR,2007,05,111
Polk County,3861,19.4,30935,AR,2007,05,113
Pope County,9145,16.3,38770,AR,2007,05,115
Prairie County,1410,16.4,34975,AR,2007,05,117
Pulaski County,56915,15.5,44909,AR,2007,05,119
Randolph County,3083,17.4,32600,AR,2007,05,121
St. Francis County,7890,32.6,28318,AR,2007,05,123
Saline County,10134,10.7,50849,AR,2007,05,125
Scott County,2501,22.5,33884,AR,2007,05,127
Searcy County,1919,23.9,24515,AR,2007,05,129
Sebastian County,19183,16.1,40545,AR,2007,05,131
Sevier County,2957,18.4,33281,AR,2007,05,133
Sharp County,4067,23.1,27176,AR,2007,05,135
Stone County,2487,21.1,27287,AR,2007,05,137
Union County,8046,19.0,37120,AR,2007,05,139
Van Buren County,2773,17.1,31924,AR,2007,05,141
Washington County,28780,15.4,42909,AR,2007,05,143
White County,10809,15.5,37809,AR,2007,05,145
Woodruff County,1988,26.5,26550,AR,2007,05,147
Yell County,3866,18.1,34169,AR,2007,05,149
Alameda County,158223,11.0,68263,CA,2007,06,001
Alpine County,181,15.9,46136,CA,2007,06,003
Amador County,3432,10.1,54903,CA,2007,06,005
Butte County,36435,17.1,39466,CA,2007,06,007
Calaveras County,4786,10.3,51447,CA,2007,06,009
Colusa County,2656,12.7,43882,CA,2007,06,011
Contra Costa County,88045,8.7,76317,CA,2007,06,013
Del Norte County,5565,22.3,35910,CA,2007,06,015
El Dorado County,14273,8.2,64256,CA,2007,06,017
Fresno County,176300,20.0,46547,CA,2007,06,019
Glenn County,4375,15.8,38521,CA,2007,06,021
Humboldt County,21180,16.9,37281,CA,2007,06,023
Imperial County,31532,21.0,33576,CA,2007,06,025
Inyo County,1962,11.4,46865,CA,2007,06,027
Kern County,135992,18.1,46639,CA,2007,06,029
Kings County,21461,17.2,45087,CA,2007,06,031
Lake County,10440,16.4,38113,CA,2007,06,033
Lassen County,4240,17.2,47676,CA,2007,06,035
Los Angeles County,1423245,14.6,53494,CA,2007,06,037
Madera County,23295,16.9,44259,CA,2007,06,039
Marin County,16245,6.8,83910,CA,2007,06,041
Mariposa County,2218,12.5,42757,CA,2007,06,043
Mendocino County,13060,15.4,42329,CA,2007,06,045
Merced County,46544,19.3,43789,CA,2007,06,047
Modoc County,1746,19.6,33713,CA,2007,06,049
Mono County,1220,9.6,54174,CA,2007,06,051
Monterey County,46646,12.1,56668,CA,2007,06,053
Napa County,11004,8.6,61988,CA,2007,06,055
Nevada County,8478,8.8,58658,CA,2007,06,057
Orange County,264467,8.9,73107,CA,2007,06,059
Placer County,19949,6.0,69667,CA,2007,06,061
Plumas County,2340,11.5,45516,CA,2007,06,063
Riverside County,238772,11.7,57736,CA,2007,06,065
Sacramento County,166451,12.2,56823,CA,2007,06,067
San Benito County,6318,11.7,66273,CA,2007,06,069
San Bernardino County,236246,12.1,55995,CA,2007,06,071
San Diego County,319404,11.1,61724,CA,2007,06,073
San Francisco County,80277,10.6,67333,CA,2007,06,075
San Joaquin County,93020,14.2,51874,CA,2007,06,077
San Luis Obispo County,28597,11.5,55942,CA,2007,06,079
San Mateo County,42006,6.0,82913,CA,2007,06,081
Santa Barbara County,47490,12.2,57741,CA,2007,06,083
Santa Clara County,143226,8.3,84265,CA,2007,06,085
Santa Cruz County,25672,10.6,62849,CA,2007,06,087
Shasta County,23676,13.4,41980,CA,2007,06,089
Sierra County,385,11.7,44950,CA,2007,06,091
Siskiyou County,7754,17.7,35692,CA,2007,06,093
Solano County,37744,9.6,66575,CA,2007,06,095
Sonoma County,40534,8.9,62279,CA,2007,06,097
Stanislaus County,68649,13.6,50367,CA,2007,06,099
Sutter County,11059,12.2,49104,CA,2007,06,101
Tehama County,11627,19.3,36884,CA,2007,06,103
Trinity County,2375,17.0,35439,CA,2007,06,105
Tulare County,96712,23.2,40444,CA,2007,06,107
Tuolumne County,6396,12.5,45478,CA,2007,06,109
Ventura County,68653,8.7,72762,CA,2007,06,111
Yolo County,27261,14.5,55988,CA,2007,06,113
Yuba County,13551,19.2,40602,CA,2007,06,115
Adams County,53520,12.8,52544,CO,2007,08,001
Alamosa County,3145,21.9,35988,CO,2007,08,003
Arapahoe County,59975,11.1,59299,CO,2007,08,005
Archuleta County,1295,10.4,53200,CO,2007,08,007
Baca County,747,19.8,30397,CO,2007,08,009
Bent County,1232,28.2,32043,CO,2007,08,011
Boulder County,34186,12.1,64299,CO,2007,08,013
Broomfield County,2978,5.6,70168,CO,2007,08,014
Chaffee County,1903,12.3,42464,CO,2007,08,015
Cheyenne County,215,12.4,44053,CO,2007,08,017
Clear Creek County,657,7.4,65137,CO,2007,08,019
Conejos County,1772,22.1,30453,CO,2007,08,021
Costilla County,836,25.3,25164,CO,2007,08,023
Crowley County,1401,43.8,30896,CO,2007,08,025
Custer County,470,11.7,44193,CO,2007,08,027
Delta County,3594,12.1,39082,CO,2007,08,029
Denver County,100271,17.4,44881,CO,2007,08,031
Dolores County,245,12.8,36797,CO,2007,08,033
Douglas County,6385,2.4,94042,CO,2007,08,035
Eagle County,3470,6.8,73440,CO,2007,08,037
Elbert County,1115,4.9,77037,CO,2007,08,039
El Paso County,57204,10.0,55253,CO,2007,08,041
Fremont County,7128,18.7,34630,CO,2007,08,043
Garfield County,4091,7.8,64173,CO,2007,08,045
Gilpin County,314,6.2,62746,CO,2007,08,047
Grand County,988,7.3,59118,CO,2007,08,049
Gunnison County,1511,10.7,49333,CO,2007,08,051
Hinsdale County,71,8.5,47010,CO,2007,08,053
Huerfano County,1465,22.0,29783,CO,2007,08,055
Jackson County,195,14.2,39007,CO,2007,08,057
Jefferson County,42291,8.1,64548,CO,2007,08,059
Kiowa County,192,14.7,34084,CO,2007,08,061
Kit Carson County,1004,14.5,37288,CO,2007,08,063
Lake County,992,12.7,41492,CO,2007,08,065
La Plata County,5385,11.3,53720,CO,2007,08,067
Larimer County,34154,12.2,52968,CO,2007,08,069
Las Animas County,2609,17.2,36607,CO,2007,08,071
Lincoln County,747,17.5,36252,CO,2007,08,073
Logan County,2551,13.7,40874,CO,2007,08,075
Mesa County,16404,12.0,49926,CO,2007,08,077
Mineral County,89,9.3,44031,CO,2007,08,079
Moffat County,1437,10.6,54323,CO,2007,08,081
Montezuma County,3488,14.0,41425,CO,2007,08,083
Montrose County,4942,12.6,45254,CO,2007,08,085
Morgan County,3333,12.3,43540,CO,2007,08,087
